author_id,nome,universidade,cidade,total_artigos_no_recorte,total_artigos_com_macroareas,macro_area_principal_no_recorte,macro_areas_no_recorte,num_macro_areas_no_recorte,macroarea_scores_no_recorte,macroarea_scores_por_tema_no_recorte,temas_no_recorte,total_temas_distintos_no_recorte,temas_no_recorte_com_contagem
58360768200,de Souza N.K.M.,Universidade Federal do Ceará,Fortaleza,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Nursing (all),1,Nursing (all):1
58361464900,Ferreira L.M.,Universidade de São Paulo,Sao Paulo,2,2,Computer Science,Engineering | Chemistry | Geosciences | Computer Science,4,Engineering:1 | Chemistry:1 | Geosciences:1 | Computer Science:1,Engineering:2 | Computer Science:2 | Chemistry:1 | Geosciences:1,Fuel Technology | Energy Engineering and Power Technology | Geology | Computer Networks and Communications | Information Systems,5,Fuel Technology:1 | Energy Engineering and Power Technology:1 | Geology:1 | Computer Networks and Communications:1 | Information Systems:1
58362132200,Fermino T.Z.,Universidade de São Paulo,Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Nursing (all),1,Nursing (all):1
58363276400,Dos Santos R.S.G.,Universidade Regional do Cariri,Crato,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Nursing (all),1,Nursing (all):1
58363302200,Simancas N.S.N.,Universidade Estadual de Campinas,Campinas,2,2,Engineering,Engineering | Chemistry | Geosciences | Physics,4,Engineering:2 | Chemistry:2 | Geosciences:1 | Physics:1,Engineering:4 | Chemistry:2 | Geosciences:1 | Physics:1,"Renewable Energy, Sustainability and the Environment | Fuel Technology | Condensed Matter Physics | Energy Engineering and Power Technology | Chemical Engineering (all)",5,"Renewable Energy, Sustainability and the Environment:1 | Fuel Technology:1 | Condensed Matter Physics:1 | Energy Engineering and Power Technology:1 | Chemical Engineering (all):1"
58363302300,Méndez J.P.,"Universidad de San Buenaventura, Cartegna",Cartagena,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:1 | Engineering:1,Chemical Engineering (all),1,Chemical Engineering (all):1
58367317200,Dias Silveira A.P.,Instituto Agronomico de Campinas,Campinas,1,1,Biology,Engineering | Biology,2,Engineering:1 | Biology:1,Engineering:1 | Biology:1,Materials Science (miscellaneous) | Agricultural and Biological Sciences (all),2,Materials Science (miscellaneous):1 | Agricultural and Biological Sciences (all):1
58368009300,Wanderley B.G.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,Neurology | Neurology (clinical),2,Neurology:1 | Neurology (clinical):1
58368746700,da Silva V.G.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology | Geosciences,2,Biology:1 | Geosciences:1,Biology:3 | Geosciences:1,Agronomy and Crop Science | Soil Science | Horticulture,3,Agronomy and Crop Science:1 | Soil Science:1 | Horticulture:1
58369372600,Pereira Cipriano M.A.,Instituto Agronomico de Campinas,Campinas,1,1,Biology,Engineering | Biology,2,Engineering:1 | Biology:1,Engineering:1 | Biology:1,Materials Science (miscellaneous) | Agricultural and Biological Sciences (all),2,Materials Science (miscellaneous):1 | Agricultural and Biological Sciences (all):1
58370225700,de Mello A.H.F.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
58370248100,Vedovello-Filho M.,Fundação Hermínio Ometto,Araras,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
58372539100,Costa T.D.M.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering,1,Engineering:1,Engineering:2,Energy Engineering and Power Technology | Electrical and Electronic Engineering,2,Energy Engineering and Power Technology:1 | Electrical and Electronic Engineering:1
58375683900,Filho A.L.S.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
58379394300,Maciel L.F.,Centro Nacional de Pesquisa em Energia e Materiais,Campinas,1,1,Biology,Biology | Engineering | Chemistry,3,Biology:1 | Engineering:1 | Chemistry:1,Biology:4 | Engineering:1 | Chemistry:1,Biotechnology | Bioengineering | Biochemistry | Applied Microbiology and Biotechnology,4,Biotechnology:1 | Bioengineering:1 | Biochemistry:1 | Applied Microbiology and Biotechnology:1
58381132700,Paiva D.F.F.,Universidade Estadual de Campinas,Campinas,3,3,Medicine and Health,Medicine and Health,1,Medicine and Health:3,Medicine and Health:6,Otorhinolaryngology | Neurology | Neurology (clinical) | Hematology | Oncology | Geriatrics and Gerontology,6,Otorhinolaryngology:1 | Neurology:1 | Neurology (clinical):1 | Hematology:1 | Oncology:1 | Geriatrics and Gerontology:1
58382690800,Singh K.,"Govt. Gandhi Memorial Science College, Jammu",Jammu,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:1,Earth and Planetary Sciences (all),1,Earth and Planetary Sciences (all):1
58383796900,Sánchez D.C.,Universidad Nacional de Colombia Medellin,Medellin,1,1,Biology,Biology,1,Biology:1,Biology:1,Agricultural and Biological Sciences (miscellaneous),1,Agricultural and Biological Sciences (miscellaneous):1
58389656800,Oliveira M.,Universidade Federal de Alagoas,Maceio,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:3,Otorhinolaryngology | Speech and Hearing | LPN and LVN,3,Otorhinolaryngology:1 | Speech and Hearing:1 | LPN and LVN:1
58395157400,Andrade-Bortoletto M.F.S.,Universidade Estadual de Campinas,Campinas,3,3,Medicine and Health,Medicine and Health,1,Medicine and Health:3,Medicine and Health:7,"Radiology, Nuclear Medicine and Imaging | Dentistry (all) | Surgery | Oral Surgery | Pathology and Forensic Medicine | Dentistry (miscellaneous)",6,"Radiology, Nuclear Medicine and Imaging:2 | Dentistry (all):1 | Surgery:1 | Oral Surgery:1 | Pathology and Forensic Medicine:1 | Dentistry (miscellaneous):1"
58395292000,Gerioni E.,Universidade Estadual de Campinas,Campinas,2,2,Economics and Business,Economics and Business | Social Sciences,2,Economics and Business:2 | Social Sciences:1,Economics and Business:2 | Social Sciences:1,"Economics and Econometrics | Economics, Econometrics and Finance (all) | Social Sciences (all)",3,"Economics and Econometrics:1 | Economics, Econometrics and Finance (all):1 | Social Sciences (all):1"
58396077600,Omizzolo J.A.,Universidade Estadual de Campinas,Campinas,1,1,Economics and Business,Economics and Business,1,Economics and Business:1,Economics and Business:1,Economics and Econometrics,1,Economics and Econometrics:1
58396853900,Schiozer N.A.v.d.B.,Universidade de São Paulo,Sao Paulo,1,1,Economics and Business,Economics and Business,1,Economics and Business:1,Economics and Business:1,Economics and Econometrics,1,Economics and Econometrics:1
58397505200,Correia-Dantas I.F.,Universidade Estadual de Campinas,Campinas,3,3,Medicine and Health,Medicine and Health,1,Medicine and Health:3,Medicine and Health:9,"Dentistry (all) | Radiology, Nuclear Medicine and Imaging | Radiological and Ultrasound Technology | Surgery | Oral Surgery | Pathology and Forensic Medicine",6,"Dentistry (all):3 | Radiology, Nuclear Medicine and Imaging:2 | Radiological and Ultrasound Technology:1 | Surgery:1 | Oral Surgery:1 | Pathology and Forensic Medicine:1"
58397611700,e Silva F.D.,Universidade Estadual do Centro Oeste,Guarapuava,2,2,Tie: Mathematics and Statistics | Social Sciences,Mathematics and Statistics | Social Sciences,2,Mathematics and Statistics:2 | Social Sciences:2,Mathematics and Statistics:2 | Social Sciences:2,Mathematics (miscellaneous) | Education,2,Mathematics (miscellaneous):2 | Education:2
58398381800,Semensato M.T.,Universidade Estadual de Maringá,Maringa,2,2,Tie: Mathematics and Statistics | Social Sciences,Mathematics and Statistics | Social Sciences,2,Mathematics and Statistics:2 | Social Sciences:2,Mathematics and Statistics:2 | Social Sciences:2,Mathematics (miscellaneous) | Education,2,Mathematics (miscellaneous):2 | Education:2
58398410700,Gomes A.D.P.,Constructor University,Bremen,2,2,Economics and Business,Economics and Business,1,Economics and Business:2,Economics and Business:2,Economics and Econometrics,1,Economics and Econometrics:2
58399176200,de Lima Ferreira E.,Universidade Federal de Campina Grande,Campina Grande,1,1,Biology,Biology | Social Sciences | Geosciences,3,Biology:1 | Social Sciences:1 | Geosciences:1,Biology:3 | Social Sciences:1 | Geosciences:1,Ecology | Animal Science and Zoology | Anthropology | Plant Science | Nature and Landscape Conservation,5,Ecology:1 | Animal Science and Zoology:1 | Anthropology:1 | Plant Science:1 | Nature and Landscape Conservation:1
58403223700,Bicalho D.S.,Oncoclinicas,Belo Horizonte,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Obstetrics and Gynecology,1,Obstetrics and Gynecology:1
58405291400,Matos G.C.,Universidade Estadual de Campinas,Campinas,2,2,Social Sciences,Social Sciences,1,Social Sciences:2,Social Sciences:2,Gender Studies,1,Gender Studies:2
58405405000,Ultremari N.d.F.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:4,"Orthodontics | Pediatrics, Perinatology and Child Health | Oral Surgery | Dentistry (all)",4,"Orthodontics:1 | Pediatrics, Perinatology and Child Health:1 | Oral Surgery:1 | Dentistry (all):1"
58407353700,Lopes W.A.C.,Universidade Paulista,Sao Paulo,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:1,Information Systems and Management,1,Information Systems and Management:1
58408065000,Figueiredo C.A.,Universidade Estadual de Campinas,Campinas,2,2,Medicine and Health,Medicine and Health | Geosciences,2,Medicine and Health:2 | Geosciences:1,Medicine and Health:3 | Geosciences:1,"Nursing (all) | Pollution | Public Health, Environmental and Occupational Health | Health, Toxicology and Mutagenesis",4,"Nursing (all):1 | Pollution:1 | Public Health, Environmental and Occupational Health:1 | Health, Toxicology and Mutagenesis:1"
58408257500,Júnior S.d.C.C.,Universidade Federal do Pará,Belem,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:4,"Orthodontics | Pediatrics, Perinatology and Child Health | Oral Surgery | Dentistry (all)",4,"Orthodontics:1 | Pediatrics, Perinatology and Child Health:1 | Oral Surgery:1 | Dentistry (all):1"
58408849100,Bueno L.C.,Universidade Estadual de Campinas,Campinas,3,3,Social Sciences,Social Sciences,1,Social Sciences:3,Social Sciences:3,Gender Studies,1,Gender Studies:3
58408961500,Cortellazi K.L.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Nursing (all),1,Nursing (all):1
58409049600,Ribeiro P.R.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering | Geosciences | Chemistry,3,Engineering:1 | Geosciences:1 | Chemistry:1,Engineering:4 | Geosciences:2 | Chemistry:1,"Renewable Energy, Sustainability and the Environment | Fuel Technology | Energy Engineering and Power Technology | Mechanical Engineering | Geochemistry and Petrology",5,"Renewable Energy, Sustainability and the Environment:1 | Fuel Technology:1 | Energy Engineering and Power Technology:1 | Mechanical Engineering:1 | Geochemistry and Petrology:1"
58410404000,Sverzut T.D.V.L.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Nursing (all),1,Nursing (all):1
58411031600,Bigdeli A.,Universidade Estadual de Campinas,Campinas,4,4,Engineering,Engineering | Geosciences | Mathematics and Statistics | Undefined,4,Engineering:4 | Geosciences:3 | Mathematics and Statistics:1 | Undefined:1,Engineering:11 | Geosciences:6 | Mathematics and Statistics:1 | Undefined:1,"Mechanical Engineering | Geotechnical Engineering and Engineering Geology | Automotive Engineering | Aerospace Engineering | Engineering (all) | Industrial and Manufacturing Engineering | Applied Mathematics | Safety, Risk, Reliability and Quality | Ocean Engineering | Energy Engineering and Power Technology | Energy (all) | Geochemistry and Petrology | Geology | Geophysics",14,"Mechanical Engineering:2 | Geotechnical Engineering and Engineering Geology:2 | Automotive Engineering:1 | Aerospace Engineering:1 | Engineering (all):1 | Industrial and Manufacturing Engineering:1 | Applied Mathematics:1 | Safety, Risk, Reliability and Quality:1 | Ocean Engineering:1 | Energy Engineering and Power Technology:1 | Energy (all):1 | Geochemistry and Petrology:1 | Geology:1 | Geophysics:1"
58411086800,Arruda F.S.,Universidade Federal de Pernambuco,Recife,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Applied Psychology,1,Applied Psychology:1
58411086900,dos Santos E.S.,Universidade Federal de Pernambuco,Recife,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Applied Psychology,1,Applied Psychology:1
58411168700,Cucio M.S.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:4,Oceanography | Water Science and Technology | Waste Management and Disposal | Earth-Surface Processes,4,Oceanography:1 | Water Science and Technology:1 | Waste Management and Disposal:1 | Earth-Surface Processes:1
58411777300,Costa-Santos A.C.,Universidade Estadual de Campinas,Campinas,4,4,Chemistry,Chemistry | Engineering | Biology | Undefined,4,Chemistry:4 | Engineering:4 | Biology:4 | Undefined:1,Chemistry:6 | Engineering:5 | Biology:5 | Undefined:1,"Food Science | Analytical Chemistry | Applied Microbiology and Biotechnology | Safety, Risk, Reliability and Quality | Safety Research",5,"Food Science:4 | Analytical Chemistry:2 | Applied Microbiology and Biotechnology:1 | Safety, Risk, Reliability and Quality:1 | Safety Research:1"
58413377400,Oliveira V.I.J.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Applied Psychology,1,Applied Psychology:1
58417181800,Hamacek H.S.D.R.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology | Engineering | Chemistry,3,Biology:1 | Engineering:1 | Chemistry:1,Biology:3 | Engineering:1 | Chemistry:1,Bioengineering | Biochemistry | Applied Microbiology and Biotechnology,3,Bioengineering:1 | Biochemistry:1 | Applied Microbiology and Biotechnology:1
58417649500,Galdino J.L.,Universidade Federal de Campina Grande,Campina Grande,1,1,Mathematics and Statistics,Mathematics and Statistics,1,Mathematics and Statistics:1,Mathematics and Statistics:1,Mathematics (all),1,Mathematics (all):1
58417673800,Aviles-Cedeno J.,Delft University of Technology,Delft,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:3,Computer Networks and Communications | Computer Science Applications | Information Systems and Management,3,Computer Networks and Communications:1 | Computer Science Applications:1 | Information Systems and Management:1
58417854700,Cruz A.C.G.,Universidade Estadual de Londrina,Londrina,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:2 | Engineering:1,Chemical Engineering (all) | Electrochemistry,2,Chemical Engineering (all):1 | Electrochemistry:1
58419197300,Filho C.B.G.F.,Universidade Estadual de Campinas,Campinas,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:1,Education,1,Education:1
58419456900,Costa L.R.d.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,Neurology | Neurology (clinical),2,Neurology:1 | Neurology (clinical):1
58420517000,Galavote T.,Universidade Federal do Espírito Santo,Vitoria,1,1,Geosciences,Engineering | Geosciences,2,Engineering:1 | Geosciences:1,Engineering:1 | Geosciences:1,Civil and Structural Engineering | Waste Management and Disposal,2,Civil and Structural Engineering:1 | Waste Management and Disposal:1
58421031200,García-Manriquez N.L.,Universidad de Talca,Talca,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Dentistry (all),1,Dentistry (all):1
58423411800,Henriques J.D.O.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Chemistry | Geosciences | Medicine and Health | Social Sciences,Chemistry | Geosciences | Medicine and Health | Social Sciences,4,Chemistry:1 | Geosciences:1 | Medicine and Health:1 | Social Sciences:1,Chemistry:1 | Geosciences:1 | Medicine and Health:1 | Social Sciences:1,"Environmental Chemistry | Pollution | Pharmaceutical Science | Management, Monitoring, Policy and Law",4,"Environmental Chemistry:1 | Pollution:1 | Pharmaceutical Science:1 | Management, Monitoring, Policy and Law:1"
58425078800,Machado D.R.P.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology,1,Biology:1,Biology:1,"Ecology, Evolution, Behavior and Systematics",1,"Ecology, Evolution, Behavior and Systematics:1"
58425527000,Lima G.L.O.,Universidade Federal do Rio Grande do Norte,Natal,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,Neurology | Neurology (clinical),2,Neurology:1 | Neurology (clinical):1
58426809800,Silva J.C.,Universidade Estadual de Campinas,Campinas,1,1,Physics,Physics,1,Physics:1,Physics:1,Radiation,1,Radiation:1
58429149300,Zambrano E.,Universidade Estadual de Campinas,Campinas,4,4,Medicine and Health,Medicine and Health,1,Medicine and Health:4,Medicine and Health:5,"Medicine (all) | Nursing (all) | Public Health, Environmental and Occupational Health",3,"Medicine (all):3 | Nursing (all):1 | Public Health, Environmental and Occupational Health:1"
58429428600,Silva J.P.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering | Geosciences,2,Engineering:1 | Geosciences:1,Engineering:3 | Geosciences:1,Ocean Engineering | Energy Engineering and Power Technology | Mechanical Engineering,3,Ocean Engineering:1 | Energy Engineering and Power Technology:1 | Mechanical Engineering:1
58434026500,Cuenca A.C.P.,Bayer S.A.,Sao Paulo,1,1,Biology,Biology,1,Biology:1,Biology:1,Insect Science,1,Insect Science:1
58439359900,Liu H.,City University of Hong Kong,Hong Kong,1,1,Computer Science,Engineering | Computer Science,2,Engineering:1 | Computer Science:1,Engineering:1 | Computer Science:1,"Safety, Risk, Reliability and Quality | Computer Networks and Communications",2,"Safety, Risk, Reliability and Quality:1 | Computer Networks and Communications:1"
58442612200,Ferreira E.S.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Computer Science | Engineering,2,Computer Science:1 | Engineering:1,Computer Science:1 | Engineering:1,Computer Science (all) | Engineering (all),2,Computer Science (all):1 | Engineering (all):1
58447226500,Junior D.P.d.S.,Universidade Federal do Parana,Curitiba,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:3,Computer Science Applications | Human-Computer Interaction | Information Systems,3,Computer Science Applications:1 | Human-Computer Interaction:1 | Information Systems:1
58448987500,Nascimento B.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,"Public Health, Environmental and Occupational Health",1,"Public Health, Environmental and Occupational Health:1"
58450007200,Youde G.,University of York,York,1,1,Tie: Arts | Philosophy and Humanities | Social Sciences,Arts | Philosophy and Humanities | Social Sciences,3,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts and Humanities (all) | Social Sciences (all),2,Arts and Humanities (all):1 | Social Sciences (all):1
58450729400,Martini V.,Universidade Estadual de Campinas,Campinas,6,6,Engineering,Engineering | Physics | Biology | Computer Science,4,Engineering:6 | Physics:3 | Biology:1 | Computer Science:1,Engineering:15 | Physics:3 | Computer Science:2 | Biology:1,Mechanical Engineering | Mechanics of Materials | Acoustics and Ultrasonics | Civil and Structural Engineering | Building and Construction | Instrumentation | Biophysics | Control and Systems Engineering | Signal Processing | Aerospace Engineering | Computer Science Applications,11,Mechanical Engineering:5 | Mechanics of Materials:3 | Acoustics and Ultrasonics:2 | Civil and Structural Engineering:2 | Building and Construction:1 | Instrumentation:1 | Biophysics:1 | Control and Systems Engineering:1 | Signal Processing:1 | Aerospace Engineering:1 | Computer Science Applications:1
58450821200,Ornellas T.C.F.d.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Nursing (all),1,Nursing (all):1
58451463500,Viotti Moreira P.V.,Universidade Estadual de Maringá,Maringa,1,1,Engineering,Engineering | Biology | Geosciences | Chemistry,4,Engineering:1 | Biology:1 | Geosciences:1 | Chemistry:1,Engineering:2 | Biology:1 | Geosciences:1 | Chemistry:1,"Biotechnology | Safety, Risk, Reliability and Quality | Waste Management and Disposal | Process Chemistry and Technology",4,"Biotechnology:1 | Safety, Risk, Reliability and Quality:1 | Waste Management and Disposal:1 | Process Chemistry and Technology:1"
58453207400,da Silva E.P.A.,Petrobras,Rio de Janeiro,2,2,Geosciences,Geosciences,1,Geosciences:2,Geosciences:2,Geophysics,1,Geophysics:2
58454390400,Bortolo Martins L.,Universidade Estadual de Campinas,Campinas,1,1,Arts,Arts | Philosophy and Humanities | Social Sciences,3,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts:3 | Philosophy and Humanities:1 | Social Sciences:1,Architecture | Visual Arts and Performing Arts | Arts and Humanities (miscellaneous) | Social Sciences (miscellaneous),4,Architecture:1 | Visual Arts and Performing Arts:1 | Arts and Humanities (miscellaneous):1 | Social Sciences (miscellaneous):1
58455325100,Bellizotti Souza J.C.,Universidade Estadual de Campinas,Campinas,5,5,Physics,Physics | Engineering,2,Physics:5 | Engineering:4,Physics:6 | Engineering:4,"Condensed Matter Physics | Materials Science (all) | Physics and Astronomy (all) | Electronic, Optical and Magnetic Materials",4,"Condensed Matter Physics:4 | Materials Science (all):3 | Physics and Astronomy (all):1 | Electronic, Optical and Magnetic Materials:1"
58457178600,Vasconcelos G.J.Q.,Universidade Estadual de Campinas,Campinas,1,1,Physics,Physics,1,Physics:1,Physics:1,Physics and Astronomy (all),1,Physics and Astronomy (all):1
58459700900,Pereira K.d.A.M.,Hospital Universitário,Juiz de Fora,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
58462091400,Souza B.G.,Hospital Universitário,Juiz de Fora,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (all),1,Medicine (all):1
58472101200,Vieira J.M.M.,Universidade Estadual de Campinas,Campinas,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:1 | Engineering:1,Chemistry (all) | Polymers and Plastics,2,Chemistry (all):1 | Polymers and Plastics:1
58472903400,Carvalho T.O.,LAQV-REQUIMTE,Porto,1,1,Undefined,Undefined,1,Undefined:1,Undefined:1,Energy (all),1,Energy (all):1
58473596500,da Rocha Alves M.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology | Medicine and Health,2,Biology:1 | Medicine and Health:1,Biology:2 | Medicine and Health:1,"Agricultural and Biological Sciences (all) | Biochemistry, Genetics and Molecular Biology (all) | Medicine (all)",3,"Agricultural and Biological Sciences (all):1 | Biochemistry, Genetics and Molecular Biology (all):1 | Medicine (all):1"
58475812300,Hearing F.,International Federation of Gynecology and Obstetrics (FIGO),London,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Obstetrics and Gynecology,1,Obstetrics and Gynecology:1
58476323200,Gomes Araújo-Neto V.,Universidade Estadual de Campinas,Campinas,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:3 | Engineering:2,"Chemistry (all) | Mechanics of Materials | Surfaces and Interfaces | Surfaces, Coatings and Films | Materials Chemistry",5,"Chemistry (all):1 | Mechanics of Materials:1 | Surfaces and Interfaces:1 | Surfaces, Coatings and Films:1 | Materials Chemistry:1"
58476679900,Vieira M.D.S.,Universidade Estadual de Campinas,Campinas,2,2,Mathematics and Statistics,Mathematics and Statistics,1,Mathematics and Statistics:2,Mathematics and Statistics:3,Mathematics (all) | Applied Mathematics,2,Mathematics (all):2 | Applied Mathematics:1
58476704700,Facina A.R.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Computer Science | Engineering,2,Computer Science:1 | Engineering:1,Computer Science:4 | Engineering:1,Computer Networks and Communications | Hardware and Architecture | Information Systems | Information Systems and Management | Energy Engineering and Power Technology,5,Computer Networks and Communications:1 | Hardware and Architecture:1 | Information Systems:1 | Information Systems and Management:1 | Energy Engineering and Power Technology:1
58476870900,de Andreoli Souza G.C.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology | Chemistry | Engineering | Medicine and Health,4,Biology:1 | Chemistry:1 | Engineering:1 | Medicine and Health:1,Biology:4 | Chemistry:2 | Engineering:1 | Medicine and Health:1,Bioengineering | Biochemistry | Chemistry (all) | Molecular Medicine | Molecular Biology,5,Bioengineering:1 | Biochemistry:1 | Chemistry (all):1 | Molecular Medicine:1 | Molecular Biology:1
58477280400,Akel Ferruccio C.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
58477379800,Lopes C.,Universidade Estadual de Campinas,Campinas,2,2,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:2 | Engineering:2 | Biology:2,Chemistry:2 | Engineering:2 | Biology:2,Food Science,1,Food Science:2
58477506800,de Albuquerque Sales A.C.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
58478723000,Bootsma S.,Rijksuniversiteit Groningen,Groningen,1,1,Mathematics and Statistics,Mathematics and Statistics | Computer Science | Engineering,3,Mathematics and Statistics:1 | Computer Science:1 | Engineering:1,Mathematics and Statistics:2 | Computer Science:1 | Engineering:1,Theoretical Computer Science | Algebra and Number Theory | Engineering (all) | Applied Mathematics,4,Theoretical Computer Science:1 | Algebra and Number Theory:1 | Engineering (all):1 | Applied Mathematics:1
58479074600,Fariñasdelcerro L.,CNRS Centre National de la Recherche Scientifique,Paris,1,1,Philosophy and Humanities,Philosophy and Humanities,1,Philosophy and Humanities:1,Philosophy and Humanities:1,Logic,1,Logic:1
58479534600,Massulo Souza R.,Instituto de Tecnologia de Alimentos,Campinas,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
58479964600,Morita Terceiro P.,Universidade Estadual de Campinas,Campinas,2,2,Chemistry,Chemistry | Engineering | Medicine and Health | Physics,4,Chemistry:2 | Engineering:2 | Medicine and Health:1 | Physics:1,Chemistry:4 | Engineering:3 | Medicine and Health:1 | Physics:1,Chemical Engineering (miscellaneous) | Colloid and Surface Chemistry | Ceramics and Composites | Pharmaceutical Science | Condensed Matter Physics | Physical and Theoretical Chemistry | Metals and Alloys | Materials Chemistry,8,Chemical Engineering (miscellaneous):1 | Colloid and Surface Chemistry:1 | Ceramics and Composites:1 | Pharmaceutical Science:1 | Condensed Matter Physics:1 | Physical and Theoretical Chemistry:1 | Metals and Alloys:1 | Materials Chemistry:1
58480103500,Kloster M.,Universidad Nacional de Mar del Plata,Mar de Plata,1,1,Engineering,Engineering | Chemistry | Computer Science | Mathematics and Statistics,4,Engineering:1 | Chemistry:1 | Computer Science:1 | Mathematics and Statistics:1,Engineering:3 | Chemistry:2 | Computer Science:1 | Mathematics and Statistics:1,Chemistry (miscellaneous) | Materials Science (all) | Energy Engineering and Power Technology | Engineering (all) | Physical and Theoretical Chemistry | Artificial Intelligence | Applied Mathematics,7,Chemistry (miscellaneous):1 | Materials Science (all):1 | Energy Engineering and Power Technology:1 | Engineering (all):1 | Physical and Theoretical Chemistry:1 | Artificial Intelligence:1 | Applied Mathematics:1
